GetData.Serial No,GetData.CQM ID,GetData.Item No,GetData.Item Description,GetData.Date
347,CQM58A0,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),04/08/2009
1004,CQM67072,NNNELZZ050,MAIN POWER SUPPLY,04/08/2009
833,CQM58AB,NNNEMZZ083,HYBRID CARD READER-MOTORISED,01/08/2009
1233,CQM4C74,NNNAAEL025/R,SENSOR ASSY  (U-shape),31/07/2009
258,CQM586D,,VKP80 PRINTER P.C.B.(USB),31/07/2009
258,CQM586D,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),31/07/2009
217,CQM4C0A,NNNEMZZ100,VKP80 THERMIC HEAD,30/07/2009
134,CQM585E,NNNEMZZ083,HYBRID CARD READER-MOTORISED,30/07/2009
691,CQM58AE,NNNEMZZ083,HYBRID CARD READER-MOTORISED,29/07/2009
554,CQM4C6B,NNNEMZZ100,VKP80 THERMIC HEAD,29/07/2009
360,CQM5896,NNNEMZZ083,HYBRID CARD READER-MOTORISED,29/07/2009
375,CQM58A5,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,29/07/2009
263,CQM5861,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,29/07/2009
400,CQM58A6,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,28/07/2009
277,CQM4C43,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),28/07/2009
420,CQM4C4C,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,27/07/2009
309,CQM588E,NNNMEDI065,Spacer (Printer Plate),27/07/2009
1128,CQM4C28,CSDAAEM073,DC GEAR BOX MOTOR ASSY,24/07/2009
1322,CQM67164,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),24/07/2009
502,CQM58DB,NNNEMZZ100,VKP80 THERMIC HEAD,24/07/2009
223,CQM5865,,VKP80 PRINTER P.C.B.(USB),24/07/2009
793,CQM67023,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),24/07/2009
122,CQM5854,NNNMEZZ122 / SCVKP80-P0610,PLASTIC PAPER GUIDE RIGHT (VKP-80 CURSOR) - D,24/07/2009
126,CQM5855,NNNEMZZ100,VKP80 THERMIC HEAD,24/07/2009
530,CQM58E0,NNNMEGU021,O-RING ( collection path ),22/07/2009
1232,CQM4C72,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,22/07/2009
314,CQM58A4,NNNEMZZ100,VKP80 THERMIC HEAD,22/07/2009
508,CQM58E0,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",22/07/2009
135,CQM585F,NNNEMZZ100,VKP80 THERMIC HEAD,21/07/2009
451,CQM4C19,NNNMEGU021,O-RING ( collection path ),20/07/2009
1303,CQM67172,,HARD DISK SATA,20/07/2009
1122,CQM5806,NNNEMZZ100,VKP80 THERMIC HEAD,19/07/2009
1122,CQM5806,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,19/07/2009
262,CQM5882,NNNMEMO072,COMPRESSION SPRING (Text Printer),18/07/2009
374,CQM58BD,NNNEMZZ100,VKP80 THERMIC HEAD,18/07/2009
348,CQM58B8,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,17/07/2009
371,CQM58C0,NNNEMZZ100,VKP80 THERMIC HEAD,17/07/2009
1121,CQM5801,NNNEMZZ100,VKP80 THERMIC HEAD,17/07/2009
348,CQM58B8,NNNEMZZ100,VKP80 THERMIC HEAD,17/07/2009
1148,CQM58DB,CSDAAEL024,DOT MATRIX P.C.B (024),17/07/2009
348,CQM58B8,,VKP80 PRINTER P.C.B.(USB),17/07/2009
1222,CQM5806,NNNEMZZ100,VKP80 THERMIC HEAD,16/07/2009
308,CQM588D,NNNEMZZ100,VKP80 THERMIC HEAD,16/07/2009
1148,CQM58DB,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),16/07/2009
1099,CQM67084,NNNMECI013,TOOTHED BELT T2.5 160L6,15/07/2009
365,CQM5895,,ETHERNET CARD (LAN Network Card),15/07/2009
362,CQM58E6,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,14/07/2009
369,CQM589C,CSDMEAL080,SHAFT,14/07/2009
104,CQM5853,NNNEMZZ084,ELO TOUCH SCREEN MODULE,14/07/2009
280,CQM4C1B,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",13/07/2009
533,CQM58E3,NNNEMZZ100,VKP80 THERMIC HEAD,13/07/2009
297,CQM4C42,NNNMECI020,FLAT BELT (SCANNER),13/07/2009
442,CQM4C05,NNNEMZZ100,VKP80 THERMIC HEAD,09/07/2009
254,CQM5874,NNNMECI052,TOOTHED BELT T2.5 330L8,09/07/2009
341,CQM589D,,1G RAM,08/07/2009
623,CQM67011,NNNEMZZ100,VKP80 THERMIC HEAD,08/07/2009
1243,CQM58FF,,1G RAM,08/07/2009
644,CQM58AF,NNNEMZZ100,VKP80 THERMIC HEAD,08/07/2009
1339,CQM67167,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,08/07/2009
305,CQM587D,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,08/07/2009
372,CQM58B7,,1G RAM,07/07/2009
1191,CQM4C70,NNNEMZZ100,VKP80 THERMIC HEAD,07/07/2009
1123,CQM5815,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",07/07/2009
398,CQM4C3F,CSDMEAL175,SHAFT ( Pressure Roller ),07/07/2009
396,CQM58C3,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,07/07/2009
451,CQM4C25,NNNEMZZ100,VKP80 THERMIC HEAD,06/07/2009
411,CQM4C08,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,06/07/2009
419,CQM4C4D,CSDAAME141,ROLLER ASSY,05/07/2009
535,CQM58E5,NNNAAEL025/R,SENSOR ASSY  (U-shape),05/07/2009
344,,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,04/07/2009
375,CQM58A5,NNNEMZZ100,VKP80 THERMIC HEAD,03/07/2009
537,CQM58C7,NNNEMZZ100,VKP80 THERMIC HEAD,03/07/2009
478,CQM58C7,NNNEMZZ100,VKP80 THERMIC HEAD,03/07/2009
130,CQM5855,CSDAAEL003,DDO P.C.B.,03/07/2009
288,CQM4C2C,NNNEMZZ084,ELO TOUCH SCREEN MODULE,02/07/2009
419,CQM4C4D,NNNMECI027,TOOTHED BELT T2.5 330L6,02/07/2009
500,CQM58D4,NNNEMZZ100,VKP80 THERMIC HEAD,02/07/2009
627,CQM67013,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,02/07/2009
262,CQM5882,NNNEMZZ100,VKP80 THERMIC HEAD,30/06/2009
374,CQM58BD,,1G RAM,30/06/2009
291,CQM4C3E,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,30/06/2009
1254,CQM67125,CSDAAEM067,CIS ASSY,29/06/2009
126,CQM5855,NNNMEPC002,RUBBER ROLLER,27/06/2009
126,CQM5855,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",27/06/2009
126,CQM5855,NNNMECI036,"FLAT BELT (Yellow, Bend)",27/06/2009
225,CQM5867,,1G RAM,26/06/2009
839,CQM5842,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,26/06/2009
1328,CQM58EC,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),26/06/2009
224,CQM5866,NNNEMZZ100,VKP80 THERMIC HEAD,26/06/2009
501,CQM58C7,NNNEMZZ100,VKP80 THERMIC HEAD,26/06/2009
342,CQM5899,,1G RAM,25/06/2009
305,CQM587D,,1G RAM,24/06/2009
283,CQN4C03,CSDAAME076,EJECTION ROLLER ASSY (Collection Bin),24/06/2009
128,CQM5859,NNNMECI036,"FLAT BELT (Yellow, Bend)",24/06/2009
691,CQM58AE,NNNEMZZ100,VKP80 THERMIC HEAD,24/06/2009
128,CQM5859,NNNMECI014,TOOTHED BELT T2.5 180L6,24/06/2009
837,CQM58CC,,1G RAM,23/06/2009
265,CQM588A,,1G RAM,23/06/2009
450,CQM4C16,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),23/06/2009
375,CQM58A5,,1G RAM,23/06/2009
401,CQM58A9,NNNMECI020,FLAT BELT (SCANNER),23/06/2009
643,CQM67008,NNNMECI020,FLAT BELT (SCANNER),22/06/2009
1014,CQM5803,NNNEMZZ100,VKP80 THERMIC HEAD,22/06/2009
1344,CQM4C80,,MULTI IO CARD - PCIE CONTROLLER CARD (SERIAL COM CARD ),22/06/2009
185,CQM58FF,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",22/06/2009
1344,CQM4C80,,1G RAM,22/06/2009
258,CQM586D,,1G RAM,22/06/2009
453,CQM58C6,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),20/06/2009
266,CQM5889,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,19/06/2009
262,CQM5882,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,19/06/2009
793,CQM67023,NNNMECI008,TOOTHED BELT T2.5 285L6,19/06/2009
262,CQM5882,,VKP80 PRINTER P.C.B.(USB),19/06/2009
266,CQM58EA,NNNMECI020,FLAT BELT (SCANNER),19/06/2009
365,CQM5895,,1G RAM,19/06/2009
1014,CQM5803,,1G RAM,18/06/2009
869,CQM67045,CSDAAEM073,DC GEAR BOX MOTOR ASSY,17/06/2009
401,CQM58A9,,1G RAM,17/06/2009
129,CQM5850,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,17/06/2009
129,CQM5850,,PC CASE PSU  ( PC Power Supply ),17/06/2009
129,CQM5850,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),17/06/2009
833,CQM58AB,,1G RAM,17/06/2009
262,CQM5882,,1G RAM,17/06/2009
417,CQM4C4A,NNNMECI020,FLAT BELT (SCANNER),17/06/2009
343,CQM58ED,CSDAAME110,FEED ROLLER ASSY,16/06/2009
343,CQM58ED,CSDAAME114,PREFEED ROLLER ASSY,16/06/2009
292,CQM4C38,NNNEMZZ100,VKP80 THERMIC HEAD,16/06/2009
251,CQM5873,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,16/06/2009
1328,CQM58EC,CSDAAEL024,DOT MATRIX P.C.B (024),16/06/2009
347,CQM58A0,NNNEMZZ100,VKP80 THERMIC HEAD,16/06/2009
1124,CQM5816,NNNEMZZ100,VKP80 THERMIC HEAD,16/06/2009
256,CQM5872,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),15/06/2009
306,CQM5881,NNNMECI027,TOOTHED BELT T2.5 330L6,15/06/2009
306,CQM5881,,1G RAM,15/06/2009
306,CQM5881,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",15/06/2009
1015,CQM4C07,NNNEMZZ100,VKP80 THERMIC HEAD,15/06/2009
1328,CQM58EC,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),15/06/2009
1326,CQM5823,,1G RAM,15/06/2009
497,CQM58FE,,1G RAM,12/06/2009
397,CQM58A2,NNNEMZZ100,VKP80 THERMIC HEAD,12/06/2009
260,CQM586F,CSDMEPC048,COLLECTION BOX WIRING,12/06/2009
1145,CQM58FD,,1G RAM,12/06/2009
308,CQM588D,NNNEMZZ084,ELO TOUCH SCREEN MODULE,12/06/2009
276,CQM4C0C,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,12/06/2009
536,CQM4C30,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,11/06/2009
309,CQM588E,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,11/06/2009
127,CQM5858,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,10/06/2009
504,CQM58D2,,1G RAM,10/06/2009
1146,CQM58DA,,1G RAM,10/06/2009
370,CQM58BA,,1G RAM,09/06/2009
496,CQM58D8,NNNEMZZ100,VKP80 THERMIC HEAD,08/06/2009
1320,CQM67161,,HARD DISK SATA,08/06/2009
126,CQM5855,NNNMECI027,TOOTHED BELT T2.5 330L6,08/06/2009
128,CQM5859,NNNMECI052,TOOTHED BELT T2.5 330L8,06/06/2009
128,CQM5859,NNNMECI007,TOOTHED BELT T2.5 245L6,06/06/2009
286,CQM58E7,,1G RAM,05/06/2009
360,CQM5896,,1G RAM,05/06/2009
137,CQM585B,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,05/06/2009
137,CQM585B,,VKP80 PRINTER P.C.B.(USB),05/06/2009
268,CQM5886,NNNEMZZ100,VKP80 THERMIC HEAD,05/06/2009
137,CQM585B,NNNEMZZ100,VKP80 THERMIC HEAD,05/06/2009
313,CQM5897,,1G RAM,04/06/2009
1244,CQM5827,NNNMECI013,TOOTHED BELT T2.5 160L6,04/06/2009
369,CQM589C,NNNEMZZ100,VKP80 THERMIC HEAD,04/06/2009
1282,CQM67134,NNNAAEL025/R,SENSOR ASSY  (U-shape),04/06/2009
691,CQM58AE,,1G RAM,04/06/2009
399,CQM58A8,NNNEMZZ100,VKP80 THERMIC HEAD,03/06/2009
834,CQM58C9,,1G RAM,03/06/2009
280,CQM4C1B,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",03/06/2009
348,CQM58B8,,1G RAM,03/06/2009
179,CQM5854,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,03/06/2009
223,CQM5865,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),02/06/2009
502,CQM58D3,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",02/06/2009
307,CQM5891,NNNEMZZ100,VKP80 THERMIC HEAD,02/06/2009
309,CQM588E,,1G RAM,02/06/2009
308,CQM588D,,1G RAM,02/06/2009
302,CQM4C01,CBXMEPC005,BLACK INK ROLLER,01/06/2009
273,CQM588B,NNNEMZZ100,VKP80 THERMIC HEAD,01/06/2009
128,CQM5859,CSDMEVI002,DOOR SCREW,01/06/2009
128,CQM5859,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),01/06/2009
556,CQM4C6C,CSDAAEL004,SMJ P.C.B,01/06/2009
1243,CQM58FF,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),01/06/2009
283,CQM4C03,NNNMECI052,TOOTHED BELT T2.5 330L8,29/05/2009
1145,CQM58FD,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,29/05/2009
315,CQM5890,,1G RAM,29/05/2009
317,CQM588F,,1G RAM,29/05/2009
282,CQM4C68,NNNEMZZ100,VKP80 THERMIC HEAD,29/05/2009
507,CQM58DE,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),29/05/2009
280,CQM4C1B,NNNEMZZ100,VKP80 THERMIC HEAD,27/05/2009
498,CQM585C,,1G RAM,27/05/2009
843,CQM5843,,1G RAM,26/05/2009
223,CQM5865,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",26/05/2009
374,CQM58BD,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,26/05/2009
270,CQM5888,,1G RAM,26/05/2009
302,CQM4C01,NNNEMZZ100,VKP80 THERMIC HEAD,26/05/2009
339,CQM589B,,1G RAM,26/05/2009
264,CQM5884,,1G RAM,25/05/2009
130,CQM5851,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,25/05/2009
505,CQM58D5,,MULTI IO CARD - PCI CONTROLLER CARD (SERIAL CARD),25/05/2009
1145,CQM58FD,NNNMEZZ124,LAM. SPRING EJECTION ROLLER (VKP-80),25/05/2009
451,CQM4C25,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,25/05/2009
502,CQM58D3,,1G RAM,25/05/2009
505,CQM58D5,,1G RAM,25/05/2009
105,CQM58FB,,1G RAM,25/05/2009
130,CQM5851,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),25/05/2009
130,CQM5851,NNNEMZZ100,VKP80 THERMIC HEAD,25/05/2009
1269,CQM4C27,NNNEMZZ100,VKP80 THERMIC HEAD,25/05/2009
273,CQM588B,NNNMECI013,TOOTHED BELT T2.5 160L6,23/05/2009
342,CQM5899,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,23/05/2009
835,CQM58CB,NNNMECI054,TOOTHED BELT T3/351L6,23/05/2009
525,CQM4C29,NNNEMZZ100,VKP80 THERMIC HEAD,22/05/2009
361,CQM58BB,NNNEMZZ100,VKP80 THERMIC HEAD,22/05/2009
281,CQM4C11,NNNMECI027,TOOTHED BELT T2.5 330L6,22/05/2009
361,CQM58BB,,1G RAM,22/05/2009
414,CQM4C13,NNNMEGU003,O-RING (INPUT SLOT),22/05/2009
275,CQM4C02,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,22/05/2009
273,CQM588B,,1G RAM,21/05/2009
843,CQM5843,NNNMEGU021,O-RING ( collection path ),21/05/2009
496,CQM58D8,NNNMECI018,TOOTHED BELT T2.5/420 L6,21/05/2009
292,CQM67144,NNNEMZZ083,HYBRID CARD READER-MOTORISED,21/05/2009
496,CQM58D8,,1G RAM,21/05/2009
839,CQM5842,,1G RAM,21/05/2009
415,CQM4C4B,NNNEMZZ100,VKP80 THERMIC HEAD,20/05/2009
509,CQM58D6,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,20/05/2009
373,CQM58FC,,1G RAM,20/05/2009
402,CQM58A7,,1G RAM,20/05/2009
136,CQM585A,,1G RAM,20/05/2009
836,CQM5844,,1G RAM,20/05/2009
295,CQM4C1D,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),19/05/2009
368,CQM5802,,1G RAM,19/05/2009
836,CQM5844,NNNEMZZ100,VKP80 THERMIC HEAD,19/05/2009
368,CQM5802,NNNMECI013,TOOTHED BELT T2.5 160L6,19/05/2009
304,CQM587F,,1G RAM,19/05/2009
593,CQM4C17,NNNEMZZ100,VKP80 THERMIC HEAD,19/05/2009
130,CQM5851,,1G RAM,18/05/2009
1024,CQM4C54,NNNEMZZ100,VKP80 THERMIC HEAD,18/05/2009
129,CQM5850,,1G RAM,18/05/2009
263,CQM5861,,1G RAM,18/05/2009
104,CQM5853,,1G RAM,18/05/2009
123,CQM5852,,1G RAM,18/05/2009
135,CQM585F,NNNMECI036,"FLAT BELT (Yellow, Bend)",16/05/2009
135,CQM585F,NNNMEGU030,O-RING (ESCROW),16/05/2009
135,CQM585F,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,16/05/2009
365,CQM5895,NNNMECI052,TOOTHED BELT T2.5 330L8,15/05/2009
316,CQM5894,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",15/05/2009
216,CQM4C00,NNNMEGU022,O-RING (FEEDER - Fat),15/05/2009
252,CQM5876,NNNEMZZ100,VKP80 THERMIC HEAD,15/05/2009
509,CQM58D6,,1G RAM,15/05/2009
216,CQM4C00,NNNMEGU021,O-RING ( collection path ),15/05/2009
1147,CQM584A,,1G RAM,15/05/2009
216,CQM4C00,NNNMECI020,FLAT BELT (SCANNER),15/05/2009
269,CQM5887,,1G RAM,15/05/2009
344,CQM5871,,1G RAM,15/05/2009
646,CQM4C32,NNNEMZZ100,VKP80 THERMIC HEAD,15/05/2009
418,CQM4C4E,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),15/05/2009
216,CQM4C00,NNNMECI027,TOOTHED BELT T2.5 330L6,15/05/2009
841,CQM5845,,1G RAM,14/05/2009
135,CQM585F,,1G RAM,14/05/2009
134,CQM585E,,1G RAM,14/05/2009
1099,CQM67084,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,14/05/2009
219,CQM5863,,1G RAM,14/05/2009
1024,CQM4C54,CBXMEPC005,BLACK INK ROLLER,14/05/2009
218,CQM5862,,512MB 400MHz DDR RAM PC3200 Dimm 333,14/05/2009
340,CQM589E,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),14/05/2009
314,CQM58A4,,1G RAM,14/05/2009
648,CQM4C34,CBXMEPC005,BLACK INK ROLLER,14/05/2009
277,CQM4C43,NNNEMZZ084,ELO TOUCH SCREEN MODULE,14/05/2009
412,CQM4C09,NNNEMZZ100,VKP80 THERMIC HEAD,13/05/2009
1283,CQM67135,NNNAAEL069,KEY PAD - CONTROL PANEL P.C.B.,13/05/2009
250,CQM5857,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),13/05/2009
271,CQM5883,,1G RAM,13/05/2009
535,CQM58E5,,1G RAM,13/05/2009
137,CQM00137,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),13/05/2009
250,CQM5857,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,13/05/2009
629,CQM67002,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,13/05/2009
534,CQM58E4,,1G RAM,12/05/2009
221,CQM58C8,NNNMECI027,TOOTHED BELT T2.5 330L6,12/05/2009
10113,CQM67071,NNNMECI020,FLAT BELT (SCANNER),12/05/2009
1281,CQM67133,NNNAAEL025/R,SENSOR ASSY  (U-shape),12/05/2009
261,CQM5870,,1G RAM,12/05/2009
1003,CQM67071,CSDMEGD147,PAPER GUIDE,12/05/2009
221,CQM58C8,,1G RAM,12/05/2009
260,CQM586F,,1G RAM,12/05/2009
221,CQM58C8,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",12/05/2009
498,CQM58C5,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,11/05/2009
127,CQM5876,NNNMECI036,"FLAT BELT (Yellow, Bend)",11/05/2009
1304,CQM67151,,HARD DISK SATA,11/05/2009
222,CQM5864,,1G RAM,11/05/2009
621,CQM67010,NNNEMZZ084,ELO TOUCH SCREEN MODULE,11/05/2009
1223,CQM58FA,,1G RAM,11/05/2009
223,CQM5865,,1G RAM,11/05/2009
507,CQM58DE,NNNMECI054,TOOTHED BELT T3/351L6,08/05/2009
249,CQM5856,,PC CASE PSU  ( PC Power Supply ),08/05/2009
137,CQM585B,NNNEMZZ083,HYBRID CARD READER-MOTORISED,08/05/2009
507,CQM58DE,CSDAAEL024,DOT MATRIX P.C.B (024),08/05/2009
359,CQM58C2,,1G RAM,07/05/2009
132,CQM585C,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,07/05/2009
1245,CQM58DD,,1G RAM,07/05/2009
127,CQM5858,,1G RAM,07/05/2009
303,CQM4C2E,NNNEMZZ100,VKP80 THERMIC HEAD,07/05/2009
346,CQM58A1,CSDAAEL004,SMJ P.C.B,06/05/2009
840,CQM5847,,1G RAM,06/05/2009
249,CQM5856,,1G RAM,06/05/2009
250,CQM5857,,1G RAM,06/05/2009
346,CQM58A1,,1G RAM,06/05/2009
555,CQM4C5B,CBXMEPC005,BLACK INK ROLLER,06/05/2009
126,CQM5855,NNNMECI052,TOOTHED BELT T2.5 330L8,06/05/2009
450,CQM4C16,CBXMEPC005,BLACK INK ROLLER,06/05/2009
220,CQM5868,,1G RAM,06/05/2009
507,CQM58DE,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),05/05/2009
507,CQM58DE,CSDMEAL175,SHAFT ( Pressure Roller ),05/05/2009
252,CQM5876,,1G RAM,05/05/2009
268,CQM5886,,1G RAM,05/05/2009
253,CQM5879,,1G RAM,05/05/2009
367,CQM58BF,,1G RAM,05/05/2009
453,CQM58C6,,1G RAM,05/05/2009
133,CQM585D,,VKP80 PRINTER P.C.B.(USB),04/05/2009
310,CQM5898,,MULTI IO CARD - PCIE CONTROLLER CARD (SERIAL COM CARD ),04/05/2009
133,CQM585D,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,04/05/2009
310,CQM5898,,1G RAM,04/05/2009
317,CQM588F,NNNMECI013,TOOTHED BELT T2.5 160L6,04/05/2009
649,CQM4C36,NNNMECI008,TOOTHED BELT T2.5 285L6,30/04/2009
543,CQM4C41,NNNEMZZ100,VKP80 THERMIC HEAD,30/04/2009
415,CQM4C4B,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),30/04/2009
283,CQM4C03,NNNEMZZ100,VKP80 THERMIC HEAD,30/04/2009
312,CQM589F,,1G RAM,30/04/2009
348,CQM58B8,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,30/04/2009
371,CQM58C0,,1G RAM,30/04/2009
271,CQM5883,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),30/04/2009
220,CQM5868,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,30/04/2009
343,CQM58B4,NNNMECI009,TOOTHED BELT T2.5 120L6,29/04/2009
343,CQM58B4,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,29/04/2009
343,CQM58B4,NNNMECI027,TOOTHED BELT T2.5 330L6,29/04/2009
835,CQM58CB,,1G RAM,29/04/2009
397,CQM58A2,,1G RAM,29/04/2009
343,CQM58B4,NNNMECI013,TOOTHED BELT T2.5 160L6,29/04/2009
845,CQM5846,,1G RAM,29/04/2009
343,CQM58B4,,1G RAM,29/04/2009
304,CQM587F,NNNMECI031,TOOTHED BELT T2.5 317.5L6,29/04/2009
364,CQM58B3,,1G RAM,28/04/2009
281,CQM4C11,NNNEMZZ100,VKP80 THERMIC HEAD,28/04/2009
533,CQM58E3,,1G RAM,28/04/2009
274,CQM4C0B,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),28/04/2009
1122,CQM5806,,1G RAM,28/04/2009
644,CQM58AF,,1G RAM,27/04/2009
692,CQM4C23,NNNMEZZ122 / SCVKP80-P0610,PLASTIC PAPER GUIDE RIGHT (VKP-80 CURSOR) - D,27/04/2009
395,CQM587E,,1G RAM,27/04/2009
838,CQM5848,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,27/04/2009
559,CQM4C21,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,27/04/2009
223,CQM5865,NNNELZZ050,MAIN POWER SUPPLY,26/04/2009
542,CQM4C06,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,25/04/2009
362,CQM58E6,,1G RAM,25/04/2009
532,CQM58E2,,1G RAM,24/04/2009
530,CQM58E0,,1G RAM,24/04/2009
122,CQM5854,,1G RAM,24/04/2009
126,CQM5855,,1G RAM,24/04/2009
369,CQM589C,,1G RAM,24/04/2009
226,CQM586A,,1G RAM,24/04/2009
1245,CQN58DD,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),23/04/2009
499,CQM58D7,,1G RAM,23/04/2009
690,CQM58AD,,1G RAM,23/04/2009
302,CQM4C01,CSDMEPC027,RUBBER ROLLER,23/04/2009
539,CQM4C7C,NNNEMZZ100,VKP80 THERMIC HEAD,23/04/2009
128,CQM5859,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),23/04/2009
363,CQM58B6,NNNMECI027,TOOTHED BELT T2.5 330L6,22/04/2009
134,CQM585E,CSDAAME076,EJECTION ROLLER ASSY (Collection Bin),22/04/2009
419,CQM4C4D,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,22/04/2009
134,CQM585E,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,22/04/2009
134,CQM585E,NNNMECI007,TOOTHED BELT T2.5 245L6,22/04/2009
134,CQM585E,NNNMECI004,TOOTHED BELT T2.5 145L6,22/04/2009
